listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,price_per_sqft
140334,14,2024-06-01,Apartment,40,532.44,143982.36,Available,,270.419878296146
140385,14,2024-06-01,Apartment,47,917.53,246896.31,Sold,C1073,269.0879971227099
140404,14,2024-06-01,Office,48,1941.78,679222.65,Sold,C0949,349.7938231931527
140406,14,2024-06-01,Apartment,49,1231.75,439396.11,Sold,C1394,356.72507408159123
140456,14,2024-06-01,Apartment,53,1493.72,502441.47,Available,,336.36924590954123
140458,14,2024-06-01,Apartment,55,1415.9,451042.71,Sold,C1429,318.5554841443605
150029,15,2024-06-01,Apartment,4,1110.88,351094.29,Available,,316.0505995247011
150043,15,2024-06-01,Office,6,938.57,313806.17,Sold,C1851,334.3449822602469
150049,15,2024-06-01,Apartment,8,1056.46,329122.79,Sold,C0529,311.53360278666486
150066,15,2024-06-01,Apartment,10,1072.95,329658.3,Available,,307.24479239479933
150101,15,2024-06-01,Apartment,15,522.71,184591.55,Available,,353.14332995351145
150113,15,2024-06-01,Apartment,16,1692.61,528465.5,Sold,C1884,312.21929446239835
150132,15,2024-06-01,Apartment,17,562.64,166635.32,Sold,C1178,296.16685624911133
150170,15,2024-06-01,Apartment,22,1317.29,404667.67,Sold,C1143,307.1971016253065
150178,15,2024-06-01,Apartment,23,1279.23,327686.08,Sold,C1379,256.1588455555295
150191,15,2024-06-01,Apartment,23,1279.23,352169.27,Sold,C1964,275.2978510510229
150193,15,2024-06-01,Apartment,23,1279.23,342309.1,Sold,C0417,267.58995645818186
150224,15,2024-06-01,Apartment,26,961.01,307857.51,Sold,C0382,320.3478735913258
150234,15,2024-06-01,Apartment,26,961.01,312521.87,Sold,C1667,325.2014755309518
150239,15,2024-06-01,Apartment,28,1567.93,495891.03,Available,,316.271153686708
150247,15,2024-06-01,Apartment,30,1523.22,467216.3,Sold,C0043,306.72936279723217
150253,15,2024-06-01,Apartment,30,1523.22,478984.35,Sold,C1454,314.4551345176665
150286,15,2024-06-01,Apartment,34,1304.22,376325.86,Sold,C0340,288.54477005413196
150291,15,2024-06-01,Apartment,35,745.49,239550.24,Sold,C0800,321.33260003487635
150325,15,2024-06-01,Office,38,585.57,205518.01,Available,,350.970865993818
150420,15,2024-06-01,Apartment,52,829.2,268774.73,Sold,C0075,324.1373974915581
150456,15,2024-06-01,Apartment,55,892.75,267942.56,Available,,300.13168300196025
150469,15,2024-06-01,Apartment,56,939.93,294230.82,Sold,C1045,313.03482174204464
150476,15,2024-06-01,Office,57,429.34,163236.34,Sold,C0411,380.2029626869148
150489,15,2024-06-01,Apartment,58,1750.89,496154.56,Sold,C1685,283.3727761309962
150491,15,2024-06-01,Apartment,58,1750.89,566107.2,Sold,C1748,323.3253945136473
150494,15,2024-06-01,Apartment,58,1750.89,493587.18,Sold,C0412,281.90644757808883
160018,16,2024-06-01,Apartment,3,466.91,142187.57,Sold,C1353,304.52885995159664
160037,16,2024-06-01,Office,5,749.15,188763.3,Available,,251.96996596142293
160038,16,2024-06-01,Apartment,5,749.15,194083.34,Sold,C1126,259.07140092104385
160095,16,2024-06-01,Apartment,10,1608.56,386634.67,Sold,C1865,240.36073879743373
160131,16,2024-06-01,Apartment,15,1365.29,424486.73,Available,,310.9132345509013
160133,16,2024-06-01,Office,16,1451.17,512937.54,Available,,353.46481804337185
160150,16,2024-06-01,Apartment,19,1163.06,297657.72,Sold,C0869,255.92636665348303
160157,16,2024-06-01,Apartment,20,1096.33,307824.86,Available,,280.77755785210655
160162,16,2024-06-01,Apartment,21,837.95,231014.3,Available,,275.689838295841
160189,16,2024-06-01,Apartment,23,594.14,197135.73,Available,,331.8001312821894
160239,16,2024-06-01,Apartment,28,1440.71,415762.3,Available,,288.5815327165078
160263,16,2024-06-01,Apartment,31,1336.97,418811.0,Sold,C0135,313.25385012378734
160272,16,2024-06-01,Office,33,881.17,247247.41,Available,,280.58990887115993
160284,16,2024-06-01,Apartment,34,743.19,203322.97,Available,,273.58141255937244
160286,16,2024-06-01,Office,34,743.19,213124.27,Available,,286.7695609467296
160290,16,2024-06-01,Apartment,34,743.19,245867.49,Sold,C0642,330.8272312598393
160332,16,2024-06-01,Apartment,39,1562.93,407201.53,Sold,C0038,260.53727934072543
160346,16,2024-06-01,Apartment,41,1001.72,262731.42,Sold,C1967,262.28029788763325
160357,16,2024-06-01,Apartment,41,1001.72,241353.22,Sold,C1755,240.93880525496147
160359,16,2024-06-01,Office,42,1496.62,463182.68,Sold,C0996,309.48582806590855
160370,16,2024-06-01,Apartment,42,1496.62,452941.86,Sold,C0784,302.6431960016571
160381,16,2024-06-01,Apartment,44,1695.03,518251.94,Sold,C0150,305.7479454640921
160386,16,2024-06-01,Apartment,44,1695.03,432814.05,Sold,C1341,255.34300277871188
170007,17,2024-06-01,Apartment,1,530.28,170715.21,Sold,C0404,321.93409142339897
170019,17,2024-06-01,Apartment,1,530.28,189016.63,Sold,C0920,356.4468394055971
170021,17,2024-06-01,Apartment,1,530.28,156967.94,Available,,296.00954212868675
170034,17,2024-06-01,Office,2,1738.5,548647.34,Available,,315.5866206499856
170040,17,2024-06-01,Apartment,4,448.67,130070.01,Sold,C1753,289.901286023135
170044,17,2024-06-01,Office,5,1829.38,513906.66,Sold,C0471,280.9184860444522
170052,17,2024-06-01,Apartment,7,1300.91,364977.97,Sold,C2000,280.5558954885426
170063,17,2024-06-01,Apartment,8,1297.3,337660.44,Sold,C0780,260.2793802512912
170099,17,2024-06-01,Apartment,12,451.91,129935.43,Sold,C0582,287.5250160430174
170111,17,2024-06-01,Apartment,13,916.9,281293.99,Available,,306.78807939797144
170126,17,2024-06-01,Apartment,15,1365.73,427106.32,Sold,C0098,312.73115476704766
170131,17,2024-06-01,Apartment,15,1365.73,438371.45,Sold,C0655,320.9795860089476
170161,17,2024-06-01,Office,17,1827.25,668066.43,Sold,C0366,365.6130414557395
170176,17,2024-06-01,Apartment,19,1712.06,452486.22,Sold,C0301,264.29343597771106
170188,17,2024-06-01,Apartment,20,792.27,271464.68,Available,,342.64162469865073
170196,17,2024-06-01,Apartment,22,1221.66,393104.03,Sold,C1661,321.77858815054924
170207,17,2024-06-01,Apartment,23,1025.52,355893.16,Sold,C0613,347.0367813401981
170218,17,2024-06-01,Apartment,25,939.46,271393.18,Sold,C0805,288.8821024844059
170222,17,2024-06-01,Apartment,26,929.59,301401.46,Sold,C1436,324.2305317397993
170253,17,2024-06-01,Apartment,29,594.46,186713.93,Available,,314.0899808229317
170258,17,2024-06-01,Apartment,31,1806.06,593745.43,Sold,C1589,328.75177458113245
170301,17,2024-06-01,Apartment,38,721.83,213341.63,Available,,295.5566130529349
170346,17,2024-06-01,Apartment,44,1176.0,358774.09,Sold,C1526,305.08000850340136
170353,17,2024-06-01,Apartment,45,1574.3,459422.09,Sold,C0278,291.8262656418726
170367,17,2024-06-01,Apartment,46,1582.61,467976.15,Available,,295.6989719513968
170388,17,2024-06-01,Apartment,48,1833.96,610984.26,Available,,333.1502650003272
170441,17,2024-06-01,Office,51,1375.52,492541.63,Sold,C0158,358.07667645690356
180001,18,2024-06-01,Apartment,1,1379.64,492067.86,Sold,C0346,356.66395581456027
180012,18,2024-06-01,Apartment,2,650.96,205928.65,Sold,C1601,316.34608885338577
180028,18,2024-06-01,Apartment,4,1096.58,307100.4,Sold,C1288,280.05289171788655
180046,18,2024-06-01,Apartment,5,883.32,285682.29,Sold,C1019,323.4187950006792
180057,18,2024-06-01,Apartment,6,840.25,292899.87,Sold,C0376,348.58657542398095
180071,18,2024-06-01,Apartment,9,894.92,257903.62,Available,,288.18622893666475
180106,18,2024-06-01,Office,14,1742.3,477187.81,Sold,C1155,273.883837456236
180142,18,2024-06-01,Apartment,18,1127.95,342941.15,Sold,C0702,304.03931911875526
180143,18,2024-06-01,Apartment,19,1268.1,332640.41,Sold,C1960,262.3140209762637
180147,18,2024-06-01,Apartment,20,1631.48,487388.83,Sold,C1324,298.74030328290877
180148,18,2024-06-01,Office,20,1631.48,476814.14,Sold,C0347,292.2586485890112
180173,18,2024-06-01,Office,22,1108.09,389967.22,Sold,C1731,351.92738856952053
180188,18,2024-06-01,Apartment,25,911.94,247179.46,Sold,C0479,271.0479417505537
180193,18,2024-06-01,Apartment,25,911.94,304385.12,Sold,C0758,333.77757308594863
180256,18,2024-06-01,Apartment,30,1795.66,508479.12,Available,,283.17115712328615
180294,18,2024-06-01,Apartment,36,1089.77,303758.53,Available,,278.7363663892381
180330,18,2024-06-01,Apartment,38,1219.8,377847.0,Sold,C1640,309.761436301033
180332,18,2024-06-01,Office,38,1219.8,486664.01,Sold,C0334,398.9703312018364
180383,18,2024-06-01,Apartment,43,937.7,253089.26,Sold,C1243,269.9042977498134
180388,18,2024-06-01,Office,44,1334.77,435374.92,Sold,C0054,326.1797313394817
180392,18,2024-06-01,Apartment,44,1334.77,412457.5,Sold,C1649,309.0101665455472
180394,18,2024-06-01,Apartment,44,1334.77,399196.41,Sold,C0707,299.0750541291758
180404,18,2024-06-01,Apartment,45,1627.52,546764.12,Sold,C1183,335.9492479355092
180405,18,2024-06-01,Apartment,45,1627.52,510079.55,Sold,C1160,313.4090825304758
180410,18,2024-06-01,Apartment,46,1410.38,502557.57,Available,,356.327776911187
180415,18,2024-06-01,Apartment,47,520.85,178580.68,Sold,C0908,342.86393395411346
180429,18,2024-06-01,Apartment,49,1457.92,425688.05,Sold,C1333,291.98313350526774
180430,18,2024-06-01,Apartment,49,1457.92,518468.37,Sold,C0950,355.62196142449517
180431,18,2024-06-01,Apartment,49,1457.92,431626.48,Sold,C0330,296.05635425812113
180448,18,2024-06-01,Apartment,50,854.74,226189.65,Sold,C0711,264.6297704565131
180488,18,2024-06-01,Apartment,54,1756.12,496516.32,Sold,C1483,282.7348472769515
180518,18,2024-06-01,Office,58,955.23,305203.86,Sold,C1795,319.5082440878113
180519,18,2024-06-01,Apartment,58,955.23,260647.46,Sold,C1665,272.8635616553081
180535,18,2024-06-01,Office,61,1019.7,292246.65,Sold,C0115,286.6006178287732
180554,18,2024-06-01,Apartment,64,893.66,249869.21,Sold,C0453,279.60209699438263
180565,18,2024-06-01,Office,66,1631.24,480048.34,Sold,C1699,294.28431132144874
180570,18,2024-06-01,Apartment,66,1631.24,377429.44,Sold,C0571,231.3757877442927
190004,19,2024-06-01,Office,2,1550.33,519316.1,Sold,C1546,334.9713286848606
190028,19,2024-06-01,Apartment,5,1408.42,439470.75,Available,,312.0310347765581
190036,19,2024-06-01,Office,7,973.6,279337.8,Sold,C1871,286.9122843056697
190079,19,2024-06-01,Office,11,1869.93,573381.83,Sold,C0074,306.6327776975608
190081,19,2024-06-01,Apartment,12,1163.99,371415.6,Available,,319.0883083188
190147,19,2024-06-01,Apartment,19,1697.73,549823.52,Available,,323.8580457434339
190157,19,2024-06-01,Office,20,1772.03,631156.09,Sold,C1495,356.17686495149627
190175,19,2024-06-01,Office,21,477.75,151676.84,Sold,C0559,317.4816117216117
190216,19,2024-06-01,Apartment,26,668.24,200862.39,Sold,C0974,300.58420627319526
190236,19,2024-06-01,Office,28,1599.78,460945.04,Sold,C1891,288.13026791183785
190240,19,2024-06-01,Apartment,28,1599.78,465355.02,Sold,C1908,290.8868844466114
190246,19,2024-06-01,Apartment,29,1657.84,433825.87,Available,,261.68138662355835
190248,19,2024-06-01,Apartment,29,1657.84,589758.81,Sold,C0823,355.7392812334122
190280,19,2024-06-01,Apartment,32,1048.61,335592.41,Sold,C0415,320.03548507071264
190285,19,2024-06-01,Apartment,33,1454.84,442600.87,Sold,C0550,304.2264922603173
190303,19,2024-06-01,Office,36,855.94,251313.61,Sold,C0813,293.6112461153819
190312,19,2024-06-01,Apartment,37,1565.26,531100.09,Sold,C1124,339.3047097606787
190328,19,2024-06-01,Apartment,39,1237.04,415660.09,Sold,C1084,336.01184278600533
190343,19,2024-06-01,Apartment,40,893.49,263286.04,Sold,C1177,294.6715016396378
190363,19,2024-06-01,Apartment,42,1137.59,354042.02,Sold,C1319,311.22110778048335
190375,19,2024-06-01,Apartment,42,1137.59,340657.59,Sold,C0232,299.4555068170431
190390,19,2024-06-01,Apartment,44,982.8,304964.72,Available,,310.3019129019129
200048,20,2024-06-01,Apartment,5,802.5,266072.95,Sold,C0190,331.55507788162
200074,20,2024-06-01,Apartment,9,576.96,189223.75,Sold,C0031,327.96684345535215
200075,20,2024-06-01,Apartment,10,1714.22,530962.64,Sold,C0327,309.7400800364014
200100,20,2024-06-01,Apartment,14,837.37,235518.96,Available,,281.2603269761276
200110,20,2024-06-01,Apartment,14,837.37,243435.57,Sold,C1799,290.7144631405472
200125,20,2024-06-01,Apartment,16,645.44,195801.49,Sold,C1149,303.36125743678724
200131,20,2024-06-01,Office,16,645.44,154432.32,Sold,C0178,239.26673277144272
200142,20,2024-06-01,Apartment,17,1089.33,295842.21,Sold,C0570,271.58180716587265
200181,20,2024-06-01,Apartment,19,759.72,216311.55,Sold,C0414,284.7253593429158
200190,20,2024-06-01,Apartment,20,1110.23,321475.82,Sold,C0275,289.55785738090304
200253,20,2024-06-01,Apartment,30,1703.94,494574.08,Sold,C1485,290.2532248788103
200274,20,2024-06-01,Office,31,1414.44,414731.61,Sold,C1923,293.21258589972
200290,20,2024-06-01,Apartment,32,1630.81,428379.46,Sold,C0288,262.67895095075454
200317,20,2024-06-01,Apartment,34,858.93,300261.31,Sold,C1611,349.5759957155997
200335,20,2024-06-01,Office,37,632.35,174310.03,Sold,C0298,275.6543528109433
200362,20,2024-06-01,Apartment,40,428.03,123001.89,Sold,C0026,287.3674508796113
200393,20,2024-06-01,Office,43,1697.49,528732.35,Sold,C1340,311.478918874338
200414,20,2024-06-01,Apartment,47,590.12,210741.61,Sold,C0450,357.1165356198739
200431,20,2024-06-01,Apartment,48,860.8,311981.09,Available,,362.4315636617101
200434,20,2024-06-01,Office,49,880.76,245529.59,Sold,C0880,278.77014169580815
200444,20,2024-06-01,Apartment,50,493.06,167067.76,Sold,C0829,338.8385997647345
200472,20,2024-06-01,Office,54,589.61,208719.36,Sold,C1210,353.9956242261834
990009,3,2024-06-01,Apartment,29,1121.95,388656.81,Available,,346.41188109987075
990013,3,2024-06-01,Apartment,50,966.57,327044.37,Available,,338.3555976287284
1026,1,2024-07-01,Apartment,26,625.8,179674.08,Sold,C0036,287.1110258868648
2010,2,2024-07-01,Apartment,10,927.08,326885.34,Sold,C0154,352.59669068473056
2013,2,2024-07-01,Apartment,13,785.48,236639.56,Sold,C0015,301.26745429546264
2028,2,2024-07-01,Apartment,28,785.48,195153.16,Sold,C0074,248.4508326119061
2039,2,2024-07-01,Apartment,39,927.83,293876.27,Sold,C0070,316.73503766853844
2040,2,2024-07-01,Apartment,40,649.8,224463.87,Sold,C0056,345.4353185595568
3016,3,2024-07-01,Apartment,16,697.89,226342.8,Sold,C0064,324.3244637407041
3048,3,2024-07-01,Apartment,48,781.07,249075.66,Sold,C0021,318.89031712906655
3050,3,2024-07-01,Apartment,50,977.87,248274.31,Sold,C0098,253.8929612320656
4006,4,2024-07-01,Apartment,6,733.19,222138.72,Sold,C0100,302.97565433243767
4044,4,2024-07-01,Apartment,44,1058.25,298730.4,Available,,282.2871722182849
5010,5,2024-07-01,Apartment,10,798.5,276323.87,Available,,346.05368816530995
5012,5,2024-07-01,Apartment,12,1058.25,315382.11,Available,,298.02231041814315
10068,1,2024-07-01,Apartment,8,763.88,259163.17,Sold,C0496,339.2720977116825
10081,1,2024-07-01,Apartment,10,1439.52,362906.17,Sold,C0656,252.10220768033787
10094,1,2024-07-01,Apartment,13,719.47,235654.58,Available,,327.5391329728828
10104,1,2024-07-01,Apartment,13,719.47,216874.97,Sold,C0003,301.43712732984
10115,1,2024-07-01,Office,14,1181.69,339559.01,Sold,C0264,287.35032876642777
10140,1,2024-07-01,Apartment,18,716.85,211496.24,Available,,295.03555834553947
10146,1,2024-07-01,Apartment,19,773.17,244639.52,Available,,316.41103508930763
10158,1,2024-07-01,Office,20,1146.24,415205.7,Sold,C0688,362.2327784757119
10185,1,2024-07-01,Apartment,23,1201.5,379037.15,Sold,C0973,315.4699542238868
10236,1,2024-07-01,Apartment,27,725.12,224717.83,Available,,309.9043330759047
10253,1,2024-07-01,Apartment,29,757.2,241550.17,Sold,C0785,319.0044506075013
10261,1,2024-07-01,Apartment,29,757.2,237825.45,Sold,C1255,314.0853803486529
10269,1,2024-07-01,Apartment,29,757.2,206227.96,Available,,272.3559957739038
10275,1,2024-07-01,Apartment,30,753.29,222938.4,Available,,295.9529530459717
10312,1,2024-07-01,Apartment,34,1469.14,486885.55,Sold,C1236,331.40854513524914
10324,1,2024-07-01,Apartment,34,1469.14,394315.88,Available,,268.3991178512599
10334,1,2024-07-01,Office,36,613.59,202761.63,Available,,330.4513274336283
10372,1,2024-07-01,Apartment,41,835.25,232493.29,Sold,C1722,278.35173900029935
10373,1,2024-07-01,Apartment,41,835.25,255581.25,Sold,C1659,305.9937144567495
10402,1,2024-07-01,Apartment,46,1153.16,369366.53,Sold,C1706,320.3081359048181
20026,2,2024-07-01,Apartment,3,645.84,194884.91,Available,,301.75416511829553
20035,2,2024-07-01,Apartment,4,1281.85,381648.34,Sold,C0161,297.73244919452355
20069,2,2024-07-01,Apartment,8,715.54,214048.77,Sold,C1832,299.14298292198896
20070,2,2024-07-01,Apartment,8,715.54,219915.05,Sold,C1861,307.341378539285
20145,2,2024-07-01,Apartment,17,1397.4,488330.35,Sold,C1227,349.45638328324026
20152,2,2024-07-01,Office,17,1397.4,373065.95,Sold,C0627,266.9714827536854
20181,2,2024-07-01,Office,21,921.38,295651.21,Sold,C1164,320.8786928303198
20219,2,2024-07-01,Apartment,24,785.12,256292.81,Sold,C0521,326.4377547381292
20222,2,2024-07-01,Apartment,24,785.12,172726.4,Sold,C0690,220.0
20245,2,2024-07-01,Office,27,1211.51,456993.38,Available,,377.20974651468003
20257,2,2024-07-01,Apartment,29,1107.33,370056.74,Sold,C1973,334.1883088148971
20323,2,2024-07-01,Apartment,38,710.81,216019.96,Available,,303.9067542662596
20329,2,2024-07-01,Apartment,40,1599.45,416875.7,Available,,260.6369064365876
20333,2,2024-07-01,Apartment,41,654.93,183414.03,Available,,280.0513489991297
20381,2,2024-07-01,Apartment,45,782.2,247393.67,Available,,316.27930196880595
20390,2,2024-07-01,Apartment,46,697.74,234099.62,Available,,335.5112506091094
20401,2,2024-07-01,Apartment,47,708.32,215489.22,Sold,C0189,304.22580189744747
20409,2,2024-07-01,Apartment,47,708.32,190628.71,Sold,C0302,269.1279506437768
20425,2,2024-07-01,Apartment,48,788.44,248879.16,Sold,C0709,315.6602404748617
20435,2,2024-07-01,Apartment,50,1604.8,482611.94,Sold,C0762,300.7302716849452
20452,2,2024-07-01,Apartment,52,914.01,306211.14,Sold,C1767,335.01946368201664
20469,2,2024-07-01,Apartment,55,579.26,151563.76,Available,,261.65065773573184
30025,3,2024-07-01,Apartment,3,783.65,258208.58,Sold,C0966,329.49477445288073
30039,3,2024-07-01,Apartment,4,719.96,201658.15,Available,,280.09632479582194
30049,3,2024-07-01,Apartment,5,701.19,206156.81,Sold,C0436,294.00991172150196
30056,3,2024-07-01,Apartment,6,668.89,179708.55,Sold,C1642,268.6668211514599
30065,3,2024-07-01,Apartment,7,744.01,198828.9,Sold,C1934,267.2395532318114
30077,3,2024-07-01,Office,7,744.01,234747.43,Available,,315.51649843416084
30104,3,2024-07-01,Office,10,784.09,250532.99,Sold,C1195,319.52070553125276
30126,3,2024-07-01,Apartment,11,1283.1,358984.53,Sold,C0164,279.77907411737203
30127,3,2024-07-01,Apartment,11,1283.1,378831.08,Sold,C1980,295.2467305743902
30138,3,2024-07-01,Apartment,13,754.84,193299.59,Sold,C1595,256.08021567484496
30139,3,2024-07-01,Apartment,14,788.59,256682.24,Sold,C1804,325.4951749324744
30166,3,2024-07-01,Apartment,19,1602.22,432831.31,Available,,270.1447429191996
30177,3,2024-07-01,Apartment,19,1602.22,507717.69,Sold,C1426,316.883879866685
30178,3,2024-07-01,Apartment,19,1602.22,496177.31,Sold,C0531,309.6811361735592
30184,3,2024-07-01,Apartment,20,802.97,271262.52,Available,,337.8239784798934
30222,3,2024-07-01,Apartment,25,765.56,272121.79,Sold,C0847,355.45455614190917
30253,3,2024-07-01,Apartment,28,679.93,193935.27,Available,,285.22828820613887
30267,3,2024-07-01,Apartment,29,666.0,198116.83,Available,,297.47271771771767
30274,3,2024-07-01,Office,30,796.57,259294.04,Sold,C1251,325.51318779266103
30292,3,2024-07-01,Office,35,925.48,248550.43,Sold,C0948,268.5638047283572
30321,3,2024-07-01,Apartment,39,1598.95,490055.89,Sold,C1866,306.4860627286657
30325,3,2024-07-01,Apartment,40,678.71,224631.79,Available,,330.9687348057344
30342,3,2024-07-01,Apartment,41,965.5,265655.87,Available,,275.1484930088037
30346,3,2024-07-01,Apartment,42,1343.96,366128.05,Sold,C1171,272.4248117503497
30413,3,2024-07-01,Apartment,49,1174.48,325875.47,Sold,C1214,277.46361794155706
40001,4,2024-07-01,Apartment,1,1615.98,355616.43,Sold,C0365,220.06239557420264
40019,4,2024-07-01,Apartment,2,1620.07,545321.51,Sold,C0619,336.60367144629555
40058,4,2024-07-01,Apartment,5,786.98,215529.32,Sold,C0736,273.8688657907444
40079,4,2024-07-01,Apartment,10,1614.62,425616.3,Available,,263.60152853302947
40091,4,2024-07-01,Apartment,12,789.38,238006.64,Sold,C0734,301.51085662165247
40094,4,2024-07-01,Apartment,12,789.38,200730.58,Sold,C0800,254.28891028402035
40097,4,2024-07-01,Apartment,13,809.06,262390.52,Sold,C1490,324.31527946011425
40105,4,2024-07-01,Apartment,13,809.06,253352.93,Sold,C1321,313.14479766642773
40133,4,2024-07-01,Apartment,16,1128.21,316684.59,Sold,C0443,280.6964926742362
40196,4,2024-07-01,Office,25,1310.16,339954.47,Sold,C0236,259.4755373389509
40197,4,2024-07-01,Office,25,1310.16,350245.12,Available,,267.33003602613417
40208,4,2024-07-01,Apartment,26,790.05,250354.33,Sold,C0824,316.88415923042845
40245,4,2024-07-01,Office,29,776.79,204475.84,Available,,263.23181297390545
40254,4,2024-07-01,Apartment,30,1307.35,355625.67,Available,,272.02024706467284
40264,4,2024-07-01,Apartment,31,793.1,231977.76,Sold,C1823,292.49496910856135
40296,4,2024-07-01,Apartment,34,795.1,227714.14,Available,,286.3968557414162
40314,4,2024-07-01,Office,38,800.08,208482.23,Sold,C1663,260.5767298270173
40323,4,2024-07-01,Apartment,39,743.73,248555.18,Sold,C0206,334.2008255684186
40331,4,2024-07-01,Apartment,40,780.74,271433.87,Sold,C0499,347.66230755437147
40333,4,2024-07-01,Apartment,40,780.74,215409.32,Sold,C0089,275.9040397571535
40343,4,2024-07-01,Office,41,779.87,231668.75,Sold,C0498,297.06072807006296
40382,4,2024-07-01,Office,45,1160.48,416649.42,Sold,C1489,359.0319695298497
40430,4,2024-07-01,Apartment,50,791.37,241453.85,Sold,C1299,305.1086723024628
40438,4,2024-07-01,Office,51,802.11,252125.08,Available,,314.32731171535073
50008,5,2024-07-01,Apartment,2,795.91,264187.44,Sold,C1347,331.9312987649358
50046,5,2024-07-01,Apartment,8,782.15,233513.02,Sold,C0489,298.5527328517548
50057,5,2024-07-01,Apartment,9,793.56,222487.81,Sold,C1984,280.3667145521448
50081,5,2024-07-01,Apartment,10,629.27,164878.55,Sold,C0575,262.0155894925866
50103,5,2024-07-01,Apartment,13,791.13,208238.77,Sold,C0905,263.21687965315436
50127,5,2024-07-01,Apartment,16,1060.08,294198.85,Sold,C0606,277.52513961210474
50142,5,2024-07-01,Apartment,18,1267.03,376343.67,Sold,C0742,297.028223483264
50162,5,2024-07-01,Apartment,22,1059.78,284157.87,Sold,C1186,268.1291117024288
50194,5,2024-07-01,Apartment,24,807.02,240746.66,Sold,C1226,298.31560556120047
50202,5,2024-07-01,Apartment,26,1272.4,311354.7,Sold,C1219,244.69875825212196
50236,5,2024-07-01,Apartment,32,1051.39,295683.62,Available,,281.2311511427729
50242,5,2024-07-01,Apartment,32,1051.39,336428.11,Available,,319.98412577635315
50253,5,2024-07-01,Apartment,33,1787.13,617600.77,Sold,C1357,345.58245343091994
50284,5,2024-07-01,Apartment,36,627.56,180595.55,Available,,287.7741570527121
50303,5,2024-07-01,Office,41,630.83,193265.77,Sold,C0540,306.3674365518444
50319,5,2024-07-01,Office,41,630.83,161161.39,Sold,C0126,255.4751517841574
50332,5,2024-07-01,Apartment,42,791.2,202826.35,Available,,256.3528185035389
50350,5,2024-07-01,Office,44,806.03,240471.14,Sold,C0199,298.34018584916197
50353,5,2024-07-01,Apartment,44,806.03,261651.44,Sold,C0884,324.61749562671366
50376,5,2024-07-01,Apartment,46,1272.95,371545.46,Sold,C1998,291.8774971522841
50394,5,2024-07-01,Apartment,46,1272.95,380104.83,Available,,298.60153973054713
50433,5,2024-07-01,Apartment,50,1261.07,372948.3,Sold,C1313,295.73957036484893
50435,5,2024-07-01,Apartment,50,1261.07,365379.52,Sold,C0314,289.7376989382033
60002,6,2024-07-01,Office,1,1720.95,461393.51,Sold,C1244,268.1039600220808
60040,6,2024-07-01,Apartment,4,1925.28,669506.11,Sold,C1726,347.74480075625365
60053,6,2024-07-01,Apartment,5,1617.43,440596.22,Available,,272.40512417848066
60079,6,2024-07-01,Apartment,7,1075.42,332193.9,Available,,308.89689609640885
60091,6,2024-07-01,Apartment,7,1075.42,358882.77,Sold,C1791,333.7140559037399
60129,6,2024-07-01,Apartment,10,942.08,257962.62,Available,,273.82241423233694
60197,6,2024-07-01,Apartment,19,1542.71,469223.8,Sold,C0705,304.15554446396277
60225,6,2024-07-01,Apartment,20,1897.17,650142.73,Sold,C0708,342.69081315854663
60235,6,2024-07-01,Office,23,1243.4,365068.7,Available,,293.6051954318803
60237,6,2024-07-01,Apartment,23,1243.4,445780.3,Available,,358.51721087341156
60268,6,2024-07-01,Apartment,29,1691.02,515026.76,Sold,C1648,304.5657413868553
60270,6,2024-07-01,Apartment,29,1691.02,514808.99,Available,,304.4369611240553
60272,6,2024-07-01,Apartment,29,1691.02,541412.0,Sold,C0845,320.1688921479344
60345,6,2024-07-01,Apartment,39,744.54,232653.03,Sold,C1430,312.4788862922073
60395,6,2024-07-01,Office,47,550.99,203127.74,Sold,C0695,368.6595763988457
60397,6,2024-07-01,Apartment,47,550.99,179671.47,Sold,C1494,326.0884408065482
60408,6,2024-07-01,Apartment,49,1167.52,421157.07,Sold,C1752,360.7279275729752
60462,6,2024-07-01,Apartment,54,1633.19,510205.42,Sold,C0792,312.3980798314954
70067,7,2024-07-01,Apartment,10,1495.37,498981.9,Available,,333.6845730488107
70084,7,2024-07-01,Apartment,12,804.65,264096.57,Sold,C0674,328.21297458522344
70094,7,2024-07-01,Apartment,13,604.6,203878.93,Sold,C1913,337.21291763149185
70132,7,2024-07-01,Apartment,16,1239.87,396878.27,Sold,C1894,320.0966794905918
70141,7,2024-07-01,Apartment,17,1586.15,493624.1,Available,,311.20896510418305
70145,7,2024-07-01,Apartment,18,703.28,192481.38,Available,,273.69096234785576
70164,7,2024-07-01,Apartment,19,751.07,218265.82,Available,,290.60649473417925
70170,7,2024-07-01,Apartment,19,751.07,200514.16,Sold,C1039,266.9713342298321
70183,7,2024-07-01,Apartment,21,1528.62,512614.55,Sold,C0956,335.34465727257265
70199,7,2024-07-01,Apartment,22,1914.21,562089.63,Sold,C0431,293.64052533421096
70216,7,2024-07-01,Apartment,24,852.99,264877.95,Available,,310.5287869728836
70272,7,2024-07-01,Apartment,31,839.7,272820.64,Sold,C0173,324.90251280219127
70273,7,2024-07-01,Apartment,31,839.7,218532.24,Available,,260.2503751339764
70276,7,2024-07-01,Apartment,32,1910.67,530153.48,Available,,277.4699346302606
